id,tag,text
1,"[1, 'label']",15
2,"[2, 's1', 'heading']",Samson Defeats the Philistines
3,"[3, 'p1', 'verse', 'v1', 'label']",1
4,"[4, 'p1', 'verse', 'v1', 'content']","After some days, at the time of wheat harvest, Samson went to visit his wife with"
5,"[5, 'p1', 'verse', 'v1', 'note', 'x']",#[Gen. 38:17]
6,"[6, 'p1', 'verse', 'v1', 'content']","a young goat. And he said, “I will go in to my wife in the chamber.” But her father would not allow him to go in."
7,"['v001_ESV_JDG_015', 7, 'p1', 'verse', 'v1', 'plain_text']","1 After some days, at the time of wheat harvest, Samson went to visit his wife with a young goat. And he said, “I will go in to my wife in the chamber.” But her father would not allow him to go in."
8,"[8, 'p1', 'verse', 'v2', 'label']",2
9,"[9, 'p1', 'verse', 'v2', 'content']","And her father said, “I really thought that you utterly hated her,"
10,"[10, 'p1', 'verse', 'v2', 'note', 'x']",#ver.6;ch.14:20
11,"[11, 'p1', 'verse', 'v2', 'content']",so I gave her to your companion. Is not her younger sister more beautiful than she? Please take her instead.”
12,"['v002_ESV_JDG_015', 12, 'p1', 'verse', 'v2', 'plain_text']","2 And her father said, “I really thought that you utterly hated her, so I gave her to your companion. Is not her younger sister more beautiful than she? Please take her instead.”"
13,"[13, 'p1', 'verse', 'v3', 'label']",3
14,"[14, 'p1', 'verse', 'v3', 'content']","And Samson said to them, “This time I shall be innocent in regard to the Philistines, when I do them harm.”"
15,"['v003_ESV_JDG_015', 15, 'p1', 'verse', 'v3', 'plain_text']","3 And Samson said to them, “This time I shall be innocent in regard to the Philistines, when I do them harm.”"
16,"[16, 'p1', 'verse', 'v4', 'label']",4
17,"[17, 'p1', 'verse', 'v4', 'content']",So Samson went and caught 300 foxes and took torches. And he turned them tail to tail and put a torch between each pair of tails.
18,"['v004_ESV_JDG_015', 18, 'p1', 'verse', 'v4', 'plain_text']",4 So Samson went and caught 300 foxes and took torches. And he turned them tail to tail and put a torch between each pair of tails.
19,"[19, 'p1', 'verse', 'v5', 'label']",5
20,"[20, 'p1', 'verse', 'v5', 'content']","And when he had set fire to the torches, he let the foxes go into the standing grain of the Philistines and set fire to the stacked grain and the standing grain, as well as the olive orchards."
21,"['v005_ESV_JDG_015', 21, 'p1', 'verse', 'v5', 'plain_text']","5 And when he had set fire to the torches, he let the foxes go into the standing grain of the Philistines and set fire to the stacked grain and the standing grain, as well as the olive orchards."
22,"[22, 'p1', 'verse', 'v6', 'label']",6
23,"[23, 'p1', 'verse', 'v6', 'content']","Then the Philistines said, “Who has done this?” And they said, “Samson, the son-in-law of the Timnite, because he has taken his wife"
24,"[24, 'p1', 'verse', 'v6', 'note', 'x']",#ver.2
25,"[25, 'p1', 'verse', 'v6', 'content']",and given her to his companion.” And the Philistines came up and
26,"[26, 'p1', 'verse', 'v6', 'note', 'x']",#ch.14:15
27,"[27, 'p1', 'verse', 'v6', 'content']",burned her and her father with fire.
28,"['v006_ESV_JDG_015', 28, 'p1', 'verse', 'v6', 'plain_text']","6 Then the Philistines said, “Who has done this?” And they said, “Samson, the son-in-law of the Timnite, because he has taken his wife and given her to his companion.” And the Philistines came up and burned her and her father with fire."
29,"[29, 'p1', 'verse', 'v7', 'label']",7
30,"[30, 'p1', 'verse', 'v7', 'content']","And Samson said to them, “If this is what you do, I swear I will be avenged on you, and after that I will quit.”"
31,"['v007_ESV_JDG_015', 31, 'p1', 'verse', 'v7', 'plain_text']","7 And Samson said to them, “If this is what you do, I swear I will be avenged on you, and after that I will quit.”"
32,"[32, 'p1', 'verse', 'v8', 'label']",8
33,"[33, 'p1', 'verse', 'v8', 'content']","And he struck them hip and thigh with a great blow, and he went down and stayed in the"
34,"[34, 'p1', 'verse', 'v8', 'note', 'x']",#ver.11;Isa. 2:21;57:5
35,"[35, 'p1', 'verse', 'v8', 'content']",cleft of the rock of Etam.
36,"['v008_ESV_JDG_015', 36, 'p1', 'verse', 'v8', 'plain_text']","8 And he struck them hip and thigh with a great blow, and he went down and stayed in the cleft of the rock of Etam."
37,"[37, 'p2', 'verse', 'v9', 'label']",9
38,"[38, 'p2', 'verse', 'v9', 'content']",Then the Philistines came up and encamped in Judah and
39,"[39, 'p2', 'verse', 'v9', 'note', 'x']","#2 Sam. 5:18,22"
40,"[40, 'p2', 'verse', 'v9', 'content']",made a raid on
41,"[41, 'p2', 'verse', 'v9', 'note', 'x']","#ver.14, 17, 19"
42,"[42, 'p2', 'verse', 'v9', 'content']",Lehi.
43,"['v009_ESV_JDG_015', 43, 'p2', 'verse', 'v9', 'plain_text']",9 Then the Philistines came up and encamped in Judah and made a raid on Lehi.
44,"[44, 'p2', 'verse', 'v10', 'label']",10
45,"[45, 'p2', 'verse', 'v10', 'content']","And the men of Judah said, “Why have you come up against us?” They said, “We have come up to bind Samson, to do to him as he did to us.”"
46,"['v010_ESV_JDG_015', 46, 'p2', 'verse', 'v10', 'plain_text']","10 And the men of Judah said, “Why have you come up against us?” They said, “We have come up to bind Samson, to do to him as he did to us.”"
47,"[47, 'p2', 'verse', 'v11', 'label']",11
48,"[48, 'p2', 'verse', 'v11', 'content']","Then 3,000 men of Judah went down to the cleft of the rock of Etam, and said to Samson, “Do you not know that"
49,"[49, 'p2', 'verse', 'v11', 'note', 'x']",#ch.13:1;14:4
50,"[50, 'p2', 'verse', 'v11', 'content']","the Philistines are rulers over us? What then is this that you have done to us?” And he said to them, “As they did to me, so have I done to them.”"
51,"['v011_ESV_JDG_015', 51, 'p2', 'verse', 'v11', 'plain_text']","11 Then 3,000 men of Judah went down to the cleft of the rock of Etam, and said to Samson, “Do you not know that the Philistines are rulers over us? What then is this that you have done to us?” And he said to them, “As they did to me, so have I done to them.”"
52,"[52, 'p2', 'verse', 'v12', 'label']",12
53,"[53, 'p2', 'verse', 'v12', 'content']","And they said to him, “We have come down to bind you, that we may give you into the hands of the Philistines.” And Samson said to them, “Swear to me that you will not attack me yourselves.”"
54,"['v012_ESV_JDG_015', 54, 'p2', 'verse', 'v12', 'plain_text']","12 And they said to him, “We have come down to bind you, that we may give you into the hands of the Philistines.” And Samson said to them, “Swear to me that you will not attack me yourselves.”"
55,"[55, 'p2', 'verse', 'v13', 'label']",13
56,"[56, 'p2', 'verse', 'v13', 'content']","They said to him, “No; we will only bind you and give you into their hands. We will surely not kill you.” So they bound him with two"
57,"[57, 'p2', 'verse', 'v13', 'note', 'x']","#ch.16:11,12"
58,"[58, 'p2', 'verse', 'v13', 'content']",new ropes and brought him up from the rock.
59,"['v013_ESV_JDG_015', 59, 'p2', 'verse', 'v13', 'plain_text']","13 They said to him, “No; we will only bind you and give you into their hands. We will surely not kill you.” So they bound him with two new ropes and brought him up from the rock."
60,"[60, 'p3', 'verse', 'v14', 'label']",14
61,"[61, 'p3', 'verse', 'v14', 'content']","When he came to Lehi, the Philistines came shouting to meet him."
62,"[62, 'p3', 'verse', 'v14', 'note', 'x']","#ch.14:6,19;1 Sam. 11:6;[ch.3:10]"
63,"[63, 'p3', 'verse', 'v14', 'content']",Then the Spirit of the
64,"[64, 'p3', 'verse', 'v14', 'nd']",Lord
65,"[65, 'p3', 'verse', 'v14', 'content']","rushed upon him, and the ropes that were on his arms became as flax that has caught fire, and his bonds melted off his hands."
66,"['v014_ESV_JDG_015', 66, 'p3', 'verse', 'v14', 'plain_text']","14 When he came to Lehi, the Philistines came shouting to meet him. Then the Spirit of the Lord rushed upon him, and the ropes that were on his arms became as flax that has caught fire, and his bonds melted off his hands."
67,"[67, 'p3', 'verse', 'v15', 'label']",15
68,"[68, 'p3', 'verse', 'v15', 'content']","And he found a fresh jawbone of a donkey, and put out his hand and took it,"
69,"[69, 'p3', 'verse', 'v15', 'note', 'x']",#Josh. 23:10;[ch.3:31;Lev. 26:8]
70,"[70, 'p3', 'verse', 'v15', 'content']","and with it he struck 1,000 men."
71,"['v015_ESV_JDG_015', 71, 'p3', 'verse', 'v15', 'plain_text']","15 And he found a fresh jawbone of a donkey, and put out his hand and took it, and with it he struck 1,000 men."
72,"[72, 'p3', 'verse', 'v16', 'label']",16
73,"[73, 'p3', 'verse', 'v16', 'content']","And Samson said,"
74,"[74, 'q1_1', 'verse', 'v16', 'content']","“With the jawbone of a donkey,"
75,"[75, 'q2_1', 'verse', 'v16', 'content']","heaps upon heaps,"
76,"[76, 'q1_2', 'verse', 'v16', 'content']",with the jawbone of a donkey
77,"[77, 'q2_2', 'verse', 'v16', 'content']",have I struck down a thousand men.”
